timestamp,pH,turbidity_NTU,tds_mg_L,conductivity_mS_m,colour_Pt_Co,free_chlorine_mg_L,nitrate_mg_L,ammonia_mg_L,toc_mg_L
2025-06-01 00:00:00,7.451492006691351,0.7372809402715262,482.68816028135114,94.4137258512581,11.294315496637978,0.5944219334862794,1.6623172638050703,0.15145851336774752,3.397950656385927
2025-06-01 00:30:00,7.260578680004861,1.0577411010708315,622.0059933810917,97.15231957531742,14.97779954618082,0.5662794278517831,1.7510643416518508,0.00565746077441256,3.1436285232843026
2025-06-01 01:00:00,6.816047130445128,0.43647864336145936,596.507158086291,92.65303661422607,9.901480669817863,0.5767815922818392,1.7288348649883167,0.046550874009087466,3.9518087773107933
2025-06-01 01:30:00,7.55381386935573,0.7018682642037244,460.09697207335387,107.21744224924116,8.029603028437704,0.5132540257214329,2.1852497941047444,0.1365913244658008,3.5671667499956428
2025-06-01 02:00:00,7.153514806670529,0.3833642407586886,500.08185309608734,121.13203446800495,7.4726647129090065,0.5329017307326648,2.20747082263223,0.02716399404148261,3.2763817612550854
2025-06-01 02:30:00,7.390329633540402,0.7913881421355126,411.47112793388425,124.6460596555313,10.985523406276918,0.3998198295799845,2.0113462145126633,0.15983931639602125,3.1297497699401027
2025-06-01 03:00:00,7.734317580554588,0.5838174109911677,521.9737983459122,113.29085943339074,13.122053029683165,0.5385666335359103,2.18716742514363,0.10430224987516538,3.6182071729904113
2025-06-01 03:30:00,7.2713167074301355,0.37737388851387443,568.5334343774261,103.02109548190302,10.314470976500283,0.5989018138330164,1.8827451496328633,0.07606211893089448,2.7375784576485023
2025-06-01 04:00:00,7.494441195088633,0.8942338881937082,579.2495742830303,94.78725904638026,10.935776064000407,0.5046893186980713,1.812360126317655,0.217646733827002,2.5205247466147207
2025-06-01 04:30:00,7.5967403955439075,0.5164278226727638,369.08777454262906,94.09224828145669,10.952202734527074,0.6338393817761312,2.0159675667381376,0.10917917415997562,2.5636603506257036
2025-06-01 05:00:00,7.768500517285152,0.7728186033798329,454.13610629382896,87.57092741831684,13.85797686679252,0.46565067801063875,1.958621773827369,0.15914811166783505,4.097991582864546
2025-06-01 05:30:00,7.331244329402064,0.6555505625797876,559.878833217045,99.39556495506076,5.950386180350257,0.5505597600192931,2.435689254497542,0.10168122642957377,2.7632180900102186
2025-06-01 06:00:00,6.75957536628017,0.715509637915978,413.79952221089115,98.10261709483497,8.856886775506796,0.5618272731691901,1.6578966957069556,0.04195569937528132,2.4467386749611504
2025-06-01 06:30:00,7.829488227951916,1.0629932836218012,410.18791824759484,75.88375393316053,9.700428260292,0.48312197919788136,1.43010679875749,0.10198221333347103,3.032236207904622
2025-06-01 07:00:00,6.736253276689006,0.9651001885762414,545.4981752746036,99.61781839747852,12.756493833987463,0.49782528201350373,1.8862729629875528,0.11738368421324763,3.595393984114942
